,ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Facing,Availability_Status
45673,45674,Karnataka,Bangalore,South,Villa,2,4976,467.78,0.09,1999,Furnished,0,24,26,3,6,North,Ready_to_Move
45683,45684,Karnataka,Bangalore,South-East,Apartment,4,2997,437.58,0.15,2011,Furnished,17,6,14,10,6,West,Ready_to_Move
45698,45699,Karnataka,Bangalore,North-East,Apartment,1,1718,256.93,0.15,2022,Unfurnished,7,17,3,1,3,East,Under_Construction
46036,46037,Karnataka,Bangalore,West,Independent House,3,4785,485.94,0.1,2006,Unfurnished,18,19,19,7,1,East,Under_Construction
46070,46071,Karnataka,Bangalore,North-East,Villa,3,1594,35.55,0.02,1996,Semi-furnished,19,24,29,6,4,East,Under_Construction
46107,46108,Karnataka,Bangalore,South-East,Villa,1,1578,160.42,0.1,1993,Unfurnished,16,22,32,9,9,East,Under_Construction
46131,46132,Karnataka,Bangalore,West,Independent House,5,3742,156.86,0.04,2010,Semi-furnished,16,12,15,2,3,North,Ready_to_Move
46256,46257,Karnataka,Bangalore,South-West,Villa,1,3632,52.57,0.01,2004,Furnished,5,19,21,6,1,West,Under_Construction
46295,46296,Karnataka,Bangalore,North,Villa,5,2123,452.14,0.21,2006,Unfurnished,20,26,19,6,4,East,Under_Construction
46353,46354,Karnataka,Bangalore,West,Independent House,1,1305,222.39,0.17,2022,Unfurnished,27,14,3,10,5,South,Ready_to_Move
46354,46355,Karnataka,Bangalore,West,Apartment,5,4525,427.76,0.09,2008,Furnished,8,9,17,9,7,South,Under_Construction
46381,46382,Karnataka,Bangalore,Central,Villa,5,881,261.84,0.3,2002,Semi-furnished,27,16,23,10,4,South,Ready_to_Move
46414,46415,Karnataka,Bangalore,Central,Villa,2,1948,380.52,0.2,2019,Semi-furnished,20,19,6,2,3,North,Under_Construction
46436,46437,Karnataka,Bangalore,Central,Apartment,1,518,486.23,0.94,2020,Semi-furnished,6,17,5,1,2,East,Under_Construction
46500,46501,Karnataka,Bangalore,South-East,Independent House,5,1245,436.33,0.35,2015,Semi-furnished,21,8,10,10,5,West,Under_Construction
46527,46528,Karnataka,Bangalore,West,Apartment,5,1975,307.25,0.16,2022,Furnished,28,24,3,1,1,West,Under_Construction
46637,46638,Karnataka,Bangalore,North-East,Villa,4,1420,84.06,0.06,2008,Unfurnished,25,5,17,5,10,North,Ready_to_Move
46716,46717,Karnataka,Bangalore,South,Apartment,3,4626,251.32,0.05,1991,Semi-furnished,10,1,34,4,8,North,Ready_to_Move
46739,46740,Karnataka,Bangalore,East,Apartment,1,1627,39.67,0.02,2018,Semi-furnished,2,17,7,9,4,North,Under_Construction
46775,46776,Karnataka,Bangalore,West,Independent House,3,2046,131.45,0.06,2022,Furnished,30,10,3,3,6,North,Under_Construction
46797,46798,Karnataka,Bangalore,West,Independent House,1,3946,392.84,0.1,2001,Furnished,7,6,24,9,8,North,Ready_to_Move
46801,46802,Karnataka,Bangalore,Central,Apartment,4,1943,263.35,0.14,1991,Semi-furnished,17,26,34,6,2,South,Under_Construction
46828,46829,Karnataka,Bangalore,South,Independent House,5,4083,123.55,0.03,1997,Furnished,15,25,28,1,7,South,Ready_to_Move
47023,47024,Karnataka,Bangalore,North,Independent House,2,2167,129.94,0.06,1991,Unfurnished,20,23,34,2,8,South,Under_Construction
47081,47082,Karnataka,Bangalore,East,Apartment,1,3784,422.96,0.11,2023,Semi-furnished,4,23,2,10,2,West,Ready_to_Move
47193,47194,Karnataka,Bangalore,East,Independent House,2,2321,334.7,0.14,2021,Semi-furnished,4,26,4,4,4,East,Ready_to_Move
47285,47286,Karnataka,Bangalore,West,Villa,1,3603,341.37,0.09,2006,Unfurnished,7,26,19,2,1,North,Under_Construction
47346,47347,Karnataka,Bangalore,South-East,Independent House,1,4657,217.0,0.05,2020,Furnished,9,13,5,1,6,West,Under_Construction
47443,47444,Karnataka,Bangalore,Central,Independent House,2,3618,353.88,0.1,1998,Furnished,10,22,27,10,2,West,Ready_to_Move
47459,47460,Karnataka,Bangalore,South-West,Apartment,3,4139,310.33,0.07,2016,Furnished,30,6,9,4,4,East,Under_Construction
47508,47509,Karnataka,Bangalore,South,Villa,4,2080,435.21,0.21,2012,Furnished,9,2,13,3,6,East,Under_Construction
47768,47769,Karnataka,Bangalore,North-East,Apartment,2,3318,51.55,0.02,2007,Semi-furnished,27,10,18,10,6,West,Ready_to_Move
47790,47791,Karnataka,Bangalore,South-East,Villa,2,827,287.66,0.35,2002,Unfurnished,25,21,23,5,7,North,Ready_to_Move
47816,47817,Karnataka,Bangalore,South-East,Apartment,5,4112,175.5,0.04,2022,Unfurnished,30,30,3,8,2,South,Under_Construction
47818,47819,Karnataka,Bangalore,West,Villa,2,884,43.41,0.05,2018,Furnished,8,24,7,2,3,North,Under_Construction
47978,47979,Karnataka,Bangalore,South-West,Apartment,1,3211,158.68,0.05,2014,Unfurnished,27,9,11,2,5,West,Under_Construction
48180,48181,Karnataka,Bangalore,South-West,Villa,4,3186,49.81,0.02,2017,Furnished,25,2,8,10,5,East,Ready_to_Move
48404,48405,Karnataka,Bangalore,North-East,Villa,1,1106,332.53,0.3,2016,Furnished,21,4,9,2,3,South,Ready_to_Move
48428,48429,Karnataka,Bangalore,North,Independent House,1,1514,471.23,0.31,2001,Unfurnished,2,20,24,3,6,West,Under_Construction
48455,48456,Karnataka,Bangalore,South-West,Independent House,4,3176,30.39,0.01,2005,Unfurnished,15,1,20,4,8,East,Ready_to_Move
48483,48484,Karnataka,Bangalore,West,Independent House,4,4020,439.79,0.11,2002,Furnished,3,6,23,2,2,East,Ready_to_Move
48495,48496,Karnataka,Bangalore,North-East,Villa,1,993,166.96,0.17,2021,Unfurnished,26,9,4,1,2,East,Ready_to_Move
48534,48535,Karnataka,Bangalore,West,Villa,5,4330,82.64,0.02,2009,Furnished,16,24,16,9,5,South,Under_Construction
48552,48553,Karnataka,Bangalore,North-East,Apartment,5,1147,24.82,0.02,1996,Semi-furnished,3,10,29,7,10,South,Under_Construction
48602,48603,Karnataka,Bangalore,West,Apartment,5,3782,477.8,0.13,2019,Unfurnished,15,24,6,3,7,North,Under_Construction
48710,48711,Karnataka,Bangalore,South-East,Independent House,3,2348,336.54,0.14,2000,Furnished,21,3,25,4,7,South,Ready_to_Move
48790,48791,Karnataka,Bangalore,South-West,Apartment,1,1272,418.26,0.33,2013,Semi-furnished,10,18,12,9,6,South,Ready_to_Move
48827,48828,Karnataka,Bangalore,North-East,Apartment,1,2581,317.38,0.12,2018,Furnished,8,12,7,4,6,North,Under_Construction
48831,48832,Karnataka,Bangalore,South-East,Independent House,1,4679,464.01,0.1,2009,Semi-furnished,19,11,16,3,10,West,Ready_to_Move
48924,48925,Karnataka,Bangalore,North-East,Independent House,3,1741,249.98,0.14,1994,Furnished,19,25,31,10,10,South,Under_Construction
48950,48951,Karnataka,Bangalore,North-East,Villa,4,4900,365.79,0.07,2005,Unfurnished,2,29,20,9,3,West,Under_Construction
49004,49005,Karnataka,Bangalore,Central,Independent House,4,2592,37.06,0.01,1999,Unfurnished,25,23,26,4,9,North,Under_Construction
49158,49159,Karnataka,Bangalore,South-East,Independent House,5,2081,282.94,0.14,2008,Furnished,20,8,17,5,3,East,Ready_to_Move
49199,49200,Karnataka,Bangalore,North-East,Apartment,5,749,259.49,0.35,2013,Semi-furnished,8,30,12,8,5,North,Under_Construction
49306,49307,Karnataka,Bangalore,East,Villa,2,1154,362.96,0.31,1991,Unfurnished,8,20,34,9,3,South,Under_Construction
49314,49315,Karnataka,Bangalore,South-East,Independent House,3,4146,346.42,0.08,2018,Furnished,4,26,7,6,5,North,Under_Construction
49393,49394,Karnataka,Bangalore,South-West,Apartment,1,3507,172.99,0.05,2011,Unfurnished,20,15,14,1,2,East,Ready_to_Move
49405,49406,Karnataka,Bangalore,East,Independent House,2,4552,82.15,0.02,2001,Unfurnished,6,29,24,7,10,South,Ready_to_Move
49497,49498,Karnataka,Bangalore,Central,Independent House,3,1999,157.31,0.08,2022,Furnished,6,23,3,6,1,East,Ready_to_Move
49506,49507,Karnataka,Bangalore,South,Independent House,3,4188,305.21,0.07,1993,Unfurnished,3,21,32,7,5,West,Ready_to_Move
49552,49553,Karnataka,Bangalore,East,Independent House,5,3275,464.09,0.14,2006,Unfurnished,25,24,19,9,3,South,Ready_to_Move
49580,49581,Karnataka,Bangalore,Central,Apartment,4,648,271.07,0.42,2011,Semi-furnished,4,28,14,2,6,South,Under_Construction
49685,49686,Karnataka,Bangalore,West,Independent House,1,4458,150.44,0.03,2009,Unfurnished,21,10,16,10,8,East,Ready_to_Move
49900,49901,Karnataka,Bangalore,North,Apartment,1,2728,285.24,0.1,2022,Furnished,15,29,3,3,9,West,Under_Construction
49977,49978,Karnataka,Bangalore,Central,Apartment,3,4876,358.55,0.07,2013,Semi-furnished,30,7,12,5,9,North,Under_Construction
49983,49984,Karnataka,Bangalore,North-East,Apartment,4,4063,64.14,0.02,2010,Furnished,8,26,15,3,2,West,Under_Construction
50007,50008,Karnataka,Bangalore,North,Independent House,1,2719,228.65,0.08,2023,Furnished,14,18,2,10,10,North,Under_Construction
50093,50094,Karnataka,Bangalore,West,Apartment,1,2042,440.85,0.22,2022,Furnished,19,29,3,8,5,West,Ready_to_Move
50122,50123,Karnataka,Bangalore,North-East,Villa,3,4794,327.82,0.07,2015,Unfurnished,5,6,10,8,3,South,Ready_to_Move
50155,50156,Karnataka,Bangalore,South-East,Apartment,1,2760,459.32,0.17,2017,Semi-furnished,6,3,8,1,3,West,Ready_to_Move
50176,50177,Karnataka,Bangalore,East,Apartment,1,3822,226.98,0.06,2004,Unfurnished,28,15,21,3,1,East,Under_Construction
50198,50199,Karnataka,Bangalore,West,Independent House,1,3460,291.59,0.08,2005,Unfurnished,23,9,20,5,9,North,Under_Construction
50232,50233,Karnataka,Bangalore,South-East,Apartment,2,1524,436.87,0.29,2018,Semi-furnished,10,13,7,8,4,South,Under_Construction
50331,50332,Karnataka,Bangalore,East,Apartment,5,3331,87.67,0.03,1990,Semi-furnished,26,16,35,1,9,North,Under_Construction
50449,50450,Karnataka,Bangalore,North,Apartment,1,2020,138.4,0.07,1998,Semi-furnished,10,23,27,7,2,South,Ready_to_Move
50498,50499,Karnataka,Bangalore,South-East,Independent House,3,3466,388.41,0.11,1990,Unfurnished,20,21,35,4,7,South,Ready_to_Move
50579,50580,Karnataka,Bangalore,East,Villa,1,3416,42.26,0.01,2004,Furnished,28,17,21,10,10,West,Under_Construction
50600,50601,Karnataka,Bangalore,North,Villa,5,2092,15.73,0.01,2022,Semi-furnished,15,10,3,7,8,South,Ready_to_Move
50647,50648,Karnataka,Bangalore,North,Apartment,2,4773,104.94,0.02,2015,Furnished,18,25,10,10,4,East,Under_Construction
50718,50719,Karnataka,Bangalore,Central,Independent House,5,4970,402.62,0.08,1996,Furnished,26,1,29,8,10,South,Ready_to_Move
50821,50822,Karnataka,Bangalore,West,Apartment,4,1485,281.37,0.19,2020,Semi-furnished,13,20,5,8,3,South,Under_Construction
50884,50885,Karnataka,Bangalore,South-West,Villa,1,4586,362.24,0.08,2019,Semi-furnished,24,13,6,6,3,North,Ready_to_Move
50906,50907,Karnataka,Bangalore,South,Independent House,1,1117,449.37,0.4,2009,Semi-furnished,9,27,16,2,7,North,Ready_to_Move
50914,50915,Karnataka,Bangalore,South,Independent House,1,1556,383.23,0.25,1997,Furnished,5,4,28,6,3,South,Under_Construction
50930,50931,Karnataka,Bangalore,East,Apartment,2,4527,487.74,0.11,1995,Semi-furnished,5,18,30,10,3,West,Ready_to_Move
50957,50958,Karnataka,Bangalore,South,Apartment,2,3789,250.38,0.07,2002,Unfurnished,23,5,23,6,1,West,Ready_to_Move
50963,50964,Karnataka,Bangalore,North-East,Apartment,3,2874,419.72,0.15,1997,Furnished,12,12,28,4,4,South,Under_Construction
50989,50990,Karnataka,Bangalore,North-East,Independent House,3,4850,228.88,0.05,2006,Unfurnished,7,18,19,5,9,North,Ready_to_Move
51056,51057,Karnataka,Bangalore,South-West,Villa,2,3730,315.57,0.08,2002,Unfurnished,23,2,23,6,6,East,Under_Construction
51140,51141,Karnataka,Bangalore,South,Villa,4,2554,61.33,0.02,2006,Semi-furnished,18,27,19,9,7,West,Ready_to_Move
51265,51266,Karnataka,Bangalore,North-East,Apartment,4,2694,157.12,0.06,2004,Furnished,7,21,21,6,5,West,Under_Construction
51352,51353,Karnataka,Bangalore,West,Independent House,1,1753,100.56,0.06,2017,Furnished,18,27,8,6,9,East,Under_Construction
51453,51454,Karnataka,Bangalore,East,Apartment,4,3085,97.14,0.03,1995,Semi-furnished,11,8,30,4,10,South,Ready_to_Move
51540,51541,Karnataka,Bangalore,North-East,Villa,1,2887,381.6,0.13,2007,Unfurnished,3,26,18,4,8,North,Ready_to_Move
51551,51552,Karnataka,Bangalore,South-East,Independent House,5,2729,483.84,0.18,1994,Semi-furnished,3,18,31,7,2,North,Ready_to_Move
51618,51619,Karnataka,Bangalore,North-East,Villa,4,1524,362.07,0.24,2012,Semi-furnished,23,8,13,1,9,East,Under_Construction
51759,51760,Karnataka,Bangalore,South,Independent House,2,1854,83.33,0.04,2008,Unfurnished,6,26,17,8,10,East,Under_Construction
51895,51896,Karnataka,Bangalore,South-East,Villa,2,3152,84.12,0.03,2002,Unfurnished,22,30,23,9,10,South,Ready_to_Move
52086,52087,Karnataka,Bangalore,North,Villa,5,3035,28.05,0.01,2018,Unfurnished,10,22,7,7,4,West,Under_Construction
52166,52167,Karnataka,Bangalore,Central,Villa,1,518,478.13,0.92,2011,Unfurnished,10,16,14,2,9,East,Ready_to_Move
52215,52216,Karnataka,Bangalore,West,Apartment,3,1341,470.81,0.35,2021,Furnished,16,27,4,3,7,North,Under_Construction
52321,52322,Karnataka,Bangalore,East,Villa,3,2747,269.48,0.1,2006,Furnished,11,11,19,8,10,West,Under_Construction
52325,52326,Karnataka,Bangalore,West,Apartment,3,4239,159.23,0.04,1997,Unfurnished,24,24,28,4,8,East,Ready_to_Move
52329,52330,Karnataka,Bangalore,East,Villa,4,3644,194.54,0.05,1990,Semi-furnished,8,16,35,1,9,North,Ready_to_Move
52344,52345,Karnataka,Bangalore,South-West,Apartment,1,4483,482.31,0.11,2019,Semi-furnished,1,23,6,8,1,South,Under_Construction
52418,52419,Karnataka,Bangalore,South-West,Independent House,1,4143,431.09,0.1,1995,Semi-furnished,18,22,30,1,4,South,Under_Construction
52438,52439,Karnataka,Bangalore,North,Villa,2,2111,39.65,0.02,2013,Unfurnished,26,14,12,5,2,South,Ready_to_Move
52679,52680,Karnataka,Bangalore,North,Independent House,2,1916,388.32,0.2,1993,Unfurnished,17,18,32,10,5,East,Under_Construction
52776,52777,Karnataka,Bangalore,North-East,Villa,3,2796,181.68,0.06,2008,Furnished,14,8,17,10,3,East,Under_Construction
52863,52864,Karnataka,Bangalore,West,Apartment,5,1849,36.24,0.02,2020,Furnished,21,6,5,6,6,North,Under_Construction
52960,52961,Karnataka,Bangalore,North-East,Independent House,5,3956,452.6,0.11,1990,Semi-furnished,16,22,35,6,6,South,Ready_to_Move
52984,52985,Karnataka,Bangalore,Central,Villa,2,1860,239.39,0.13,2012,Furnished,18,8,13,8,1,North,Ready_to_Move
53203,53204,Karnataka,Bangalore,South-East,Independent House,3,1044,15.1,0.01,2003,Semi-furnished,13,18,22,3,7,West,Under_Construction
53209,53210,Karnataka,Bangalore,East,Villa,2,3383,202.25,0.06,1996,Furnished,13,7,29,4,8,South,Ready_to_Move
53216,53217,Karnataka,Bangalore,West,Independent House,3,1814,277.17,0.15,2001,Furnished,21,16,24,2,10,East,Under_Construction
53253,53254,Karnataka,Bangalore,East,Apartment,2,2133,464.7,0.22,1990,Furnished,24,24,35,4,2,West,Under_Construction
53328,53329,Karnataka,Bangalore,East,Villa,1,4593,121.11,0.03,1993,Unfurnished,4,9,32,3,6,West,Ready_to_Move
53519,53520,Karnataka,Bangalore,North,Villa,5,2911,164.54,0.06,2021,Furnished,1,9,4,1,9,West,Ready_to_Move
53582,53583,Karnataka,Bangalore,South-West,Villa,1,1083,48.75,0.05,2008,Semi-furnished,20,26,17,10,4,East,Under_Construction
53600,53601,Karnataka,Bangalore,North,Independent House,2,3445,110.91,0.03,1992,Furnished,20,8,33,7,9,North,Ready_to_Move
53667,53668,Karnataka,Bangalore,West,Villa,4,2384,324.97,0.14,1998,Unfurnished,22,15,27,4,9,East,Ready_to_Move
53680,53681,Karnataka,Bangalore,East,Independent House,5,987,300.68,0.3,1993,Semi-furnished,4,16,32,7,7,South,Ready_to_Move
53791,53792,Karnataka,Bangalore,Central,Villa,1,841,300.75,0.36,2012,Semi-furnished,23,1,13,8,3,East,Ready_to_Move
53796,53797,Karnataka,Bangalore,South-West,Villa,2,1516,159.63,0.11,2020,Semi-furnished,17,5,5,8,8,South,Ready_to_Move
53907,53908,Karnataka,Bangalore,South-West,Apartment,5,3105,487.18,0.16,1991,Semi-furnished,24,3,34,8,3,South,Under_Construction
54019,54020,Karnataka,Bangalore,Central,Apartment,1,1802,426.61,0.24,1997,Unfurnished,25,1,28,3,4,West,Ready_to_Move
54059,54060,Karnataka,Bangalore,South-East,Independent House,1,2233,205.72,0.09,1997,Unfurnished,11,8,28,9,4,North,Ready_to_Move
54085,54086,Karnataka,Bangalore,East,Apartment,5,4152,249.34,0.06,2004,Semi-furnished,4,10,21,8,9,West,Under_Construction
54102,54103,Karnataka,Bangalore,Central,Apartment,1,1192,363.9,0.31,2005,Furnished,13,11,20,7,6,East,Ready_to_Move
54150,54151,Karnataka,Bangalore,South,Independent House,5,3848,295.04,0.08,2008,Unfurnished,30,3,17,10,3,East,Under_Construction
54187,54188,Karnataka,Bangalore,North-East,Independent House,4,2847,277.52,0.1,2017,Furnished,12,10,8,8,3,West,Under_Construction
54256,54257,Karnataka,Bangalore,South,Villa,5,4509,256.3,0.06,2014,Furnished,2,30,11,6,9,South,Under_Construction
54273,54274,Karnataka,Bangalore,South,Independent House,5,703,32.3,0.05,1993,Semi-furnished,11,21,32,5,9,North,Ready_to_Move
54302,54303,Karnataka,Bangalore,South,Villa,5,1610,435.22,0.27,2006,Semi-furnished,30,22,19,10,8,East,Under_Construction
54376,54377,Karnataka,Bangalore,South-East,Apartment,4,4495,196.09,0.04,2018,Furnished,6,3,7,6,8,South,Under_Construction
54378,54379,Karnataka,Bangalore,South,Apartment,3,4866,445.75,0.09,2003,Furnished,19,6,22,6,2,North,Under_Construction
54391,54392,Karnataka,Bangalore,North-East,Apartment,1,4464,156.6,0.04,2003,Unfurnished,28,7,22,7,4,South,Ready_to_Move
54498,54499,Karnataka,Bangalore,South,Apartment,4,4349,133.7,0.03,2005,Furnished,10,30,20,1,5,North,Under_Construction
54561,54562,Karnataka,Bangalore,South-East,Independent House,4,724,480.28,0.66,2015,Semi-furnished,12,26,10,4,6,East,Ready_to_Move
54656,54657,Karnataka,Bangalore,East,Villa,4,1403,227.57,0.16,1992,Semi-furnished,22,26,33,3,10,South,Ready_to_Move
54703,54704,Karnataka,Bangalore,East,Villa,3,3412,210.67,0.06,2001,Unfurnished,20,4,24,7,1,West,Under_Construction
54722,54723,Karnataka,Bangalore,South-West,Apartment,4,3077,303.02,0.1,2009,Semi-furnished,11,21,16,10,3,South,Ready_to_Move
54779,54780,Karnataka,Bangalore,North,Independent House,4,2856,412.37,0.14,1999,Semi-furnished,24,24,26,6,9,North,Ready_to_Move
54841,54842,Karnataka,Bangalore,East,Villa,3,1170,457.96,0.39,2000,Furnished,24,23,25,10,9,South,Under_Construction
55053,55054,Karnataka,Bangalore,North-East,Villa,5,769,70.91,0.09,2004,Semi-furnished,7,16,21,3,7,East,Ready_to_Move
55076,55077,Karnataka,Bangalore,East,Villa,3,2863,367.16,0.13,2019,Semi-furnished,10,14,6,5,4,East,Ready_to_Move
55169,55170,Karnataka,Bangalore,East,Villa,5,1762,292.97,0.17,1992,Unfurnished,9,8,33,3,9,West,Under_Construction
55224,55225,Karnataka,Bangalore,South-West,Villa,5,2162,170.46,0.08,2023,Unfurnished,22,8,2,3,2,North,Ready_to_Move
55445,55446,Karnataka,Bangalore,North-East,Apartment,1,916,256.16,0.28,2016,Furnished,18,27,9,9,3,West,Ready_to_Move
55455,55456,Karnataka,Bangalore,East,Independent House,2,1521,226.2,0.15,1990,Semi-furnished,19,27,35,3,6,South,Under_Construction
55599,55600,Karnataka,Bangalore,West,Villa,4,4137,287.3,0.07,1991,Semi-furnished,14,18,34,3,6,North,Ready_to_Move
55631,55632,Karnataka,Bangalore,North,Independent House,1,3589,242.65,0.07,1995,Furnished,12,23,30,2,6,West,Under_Construction
55684,55685,Karnataka,Bangalore,East,Independent House,1,4512,64.84,0.01,1992,Furnished,29,8,33,4,6,South,Under_Construction
55700,55701,Karnataka,Bangalore,North,Independent House,4,3944,261.91,0.07,1995,Unfurnished,22,23,30,2,10,North,Ready_to_Move
55771,55772,Karnataka,Bangalore,North,Villa,5,4804,418.69,0.09,1997,Furnished,0,30,28,5,7,East,Under_Construction
55779,55780,Karnataka,Bangalore,South,Villa,3,2217,476.35,0.21,2020,Semi-furnished,11,7,5,9,8,South,Under_Construction
55783,55784,Karnataka,Bangalore,South,Independent House,1,3295,363.18,0.11,2014,Unfurnished,17,8,11,6,7,East,Under_Construction
55833,55834,Karnataka,Bangalore,South,Apartment,2,4169,411.1,0.1,2005,Unfurnished,24,30,20,4,2,East,Under_Construction
55947,55948,Karnataka,Bangalore,South-West,Apartment,4,4474,88.63,0.02,2016,Unfurnished,16,8,9,10,6,West,Ready_to_Move
56007,56008,Karnataka,Bangalore,North-East,Independent House,3,2500,83.41,0.03,1996,Unfurnished,30,1,29,10,3,East,Under_Construction
56015,56016,Karnataka,Bangalore,North-East,Independent House,3,4978,275.65,0.06,2006,Furnished,5,2,19,6,9,East,Under_Construction
56021,56022,Karnataka,Bangalore,West,Apartment,3,4978,101.86,0.02,2010,Unfurnished,21,13,15,3,7,North,Ready_to_Move
56027,56028,Karnataka,Bangalore,South-West,Independent House,1,4732,486.97,0.1,2004,Unfurnished,7,15,21,9,1,South,Ready_to_Move
56082,56083,Karnataka,Bangalore,Central,Apartment,5,1079,311.06,0.29,2018,Furnished,27,11,7,6,9,South,Ready_to_Move
56112,56113,Karnataka,Bangalore,South-East,Villa,4,4685,224.13,0.05,2004,Furnished,4,26,21,9,1,East,Ready_to_Move
56114,56115,Karnataka,Bangalore,South-East,Independent House,4,801,183.38,0.23,1998,Semi-furnished,13,10,27,7,7,East,Under_Construction
56139,56140,Karnataka,Bangalore,North,Apartment,5,4342,377.9,0.09,1994,Furnished,3,15,31,7,9,South,Ready_to_Move
56149,56150,Karnataka,Bangalore,North,Apartment,1,2873,81.69,0.03,1995,Semi-furnished,9,4,30,10,4,East,Ready_to_Move
56203,56204,Karnataka,Bangalore,East,Villa,3,3880,475.88,0.12,2011,Unfurnished,30,9,14,1,10,North,Ready_to_Move
